Name,Alekhine Defense,Amar Opening,Amazon Attack,Anderssen's Opening,Australian Defense,Barnes Defense,Barnes Opening,Benko Gambit,Benko Gambit Accepted,Benko Gambit Declined,Benoni Defense,Bird Opening,Bishop's Opening,Blackmar-Diemer Gambit,Blackmar-Diemer Gambit Accepted,Blackmar-Diemer Gambit Declined,Blumenfeld Countergambit,Blumenfeld Countergambit Accepted,Bogo-Indian Defense,Borg Defense,Canard Opening,Caro-Kann Defense,Carr Defense,Catalan Opening,Center Game,Clemenz Opening,Colle System,Czech Defense,Danish Gambit,Danish Gambit Accepted,Danish Gambit Declined,Duras Gambit,Dutch Defense,East Indian Defense,Elephant Gambit,English Defense,English Opening,English Orangutan,Englund Gambit,Englund Gambit Declined,Four Knights Game,French Defense,Grob Opening,Grünfeld Defense,Gunderam Defense,Horwitz Defense,Hungarian Opening,Indian Defense,Italian Game,Kangaroo Defense,King's Gambit,King's Gambit Accepted,King's Gambit Declined,King's Indian Attack,King's Indian Defense,King's Knight Opening,King's Pawn Game,Kádas Opening,Lasker Simul Special,Latvian Gambit,Latvian Gambit Accepted,Lion Defense,London System,Marienbad System,Mexican Defense,Mieses Opening,Mikenas Defense,Modern Defense,Montevideo Defense,Neo-Grünfeld Defense,Nimzo-Indian Defense,Nimzo-Larsen Attack,Nimzowitsch Defense,Old Indian Defense,Owen Defense,Paleface Attack,Petrov's Defense,Philidor Defense,Pirc Defense,Polish Defense,Polish Opening,Ponziani Opening,Portuguese Opening,Pseudo Queen's Indian Defense,Pterodactyl Defense,Queen's Gambit,Queen's Gambit Accepted,Queen's Gambit Declined,Queen's Indian Accelerated,Queen's Indian Defense,Queen's Pawn Game,"Queen's Pawn, Mengarini Attack",Rapport-Jobava System,"Rapport-Jobava System, with e6",Rat Defense,Richter-Veresov Attack,Robatsch Defense,Rubinstein Opening,Ruy Lopez,Réti Opening,Saragossa Opening,Scandinavian Defense,Scotch Game,Semi-Slav Defense,Semi-Slav Defense Accepted,Sicilian Defense,Slav Defense,Slav Indian,Sodium Attack,St. George Defense,Tarrasch Defense,Three Knights Opening,Torre Attack,Trompowsky Attack,Valencia Opening,Van Geet Opening,Van't Kruijs Opening,"Vienna Gambit, with Max Lange Defense",Vienna Game,Vulture Defense,Wade Defense,Ware Defense,Ware Opening,Yusupov-Rubinstein System,Zukertort Opening
"Andriasian, Zaven",0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.120000000000001,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,10.870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,14.44,0.0,0.0,0.0,0.0,3.1100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.06,1.03,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,0.26,0.0,0.26,1.03,0.26,0.0,34.59,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.04
"Potkin, Vladimir",0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.99,0.0,0.0,0.0,0.0,0.0,0.25,0.25,3.4400000000000004,0.0,0.0,3.94,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,9.13,0.0,0.0,0.0,1.24,6.41,0.0,2.4699999999999998,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.25,5.4399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.74,8.85,0.0,0.0,0.5,0.0,0.0,1.24,0.49,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,9.6,0.0,3.46,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,4.18,0.25,16.77,5.9,0.0,0.0,0.0,1.24,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
"Georgiev, Vladimir",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.5,1.25,0.0,8.01,0.0,0.25,0.0,1.0,0.25,0.5,0.0,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3.01,8.25,0.25,1.75,2.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,6.26,0.0,4.5,9.26,0.5,0.0,0.0,1.5,0.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
"Koneru, Humpy",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.74,0.49,2.7199999999999998,0.0,0.0,0.0,0.0,0.0,0.74,0.0,2.4699999999999998,0.0,0.0,0.25,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,0.25,0.0,0.25,3.98,0.0,0.0,0.0,0.0,0.0,0.0,3.4699999999999998,0.0,0.49,0.0,3.2,0.0,0.0,0.0,0.0,0.0,1.73,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,2.7,7.65,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,15.52,0.0,6.17,3.69,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,10.1,0.0,0.0,11.31,0.0,0.0,0.0,1.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3.7
"Dubov, Daniil",0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,2.27,0.0,7.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.5,0.0,0.0,15.34,0.0,0.0,0.0,0.5,1.25,0.0,3.52,0.0,0.0,0.0,3.27,1.76,0.0,0.0,0.0,0.0,2.77,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.26,5.77,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,9.56,0.0,3.27,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.25,0.0,0.0,1.0,2.77,0.0,5.75,7.03,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75
"Kharlov, Andrei",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.49,12.64,0.0,0.0,0.0,0.0,4.86,0.0,1.94,0.0,0.0,0.98,0.48,0.0,0.24,0.0,0.0,0.0,0.72,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.24,10.24,2.19,0.24,0.0,0.24,0.0,0.72,0.49,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.7,4.62,0.0,0.0,4.14,0.0,0.0,0.0,0.24,0.0,0.0,0.0,7.79,0.0,0.0,0.48,0.0,3.17,0.0,21.43,5.37,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24
"Wade, Robert G.",0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.26,3.09,0.51,2.31,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,6.43,0.0,0.0,0.0,1.03,7.49,0.0,4.87,0.0,0.0,0.26,2.0700000000000003,0.52,0.0,0.26,0.77,0.0,0.26,9.040000000000001,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.26,6.71,1.28,0.26,0.77,0.0,0.0,0.26,0.0,2.05,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.77,4.94,0.26,0.52,0.78,0.0,0.0,0.0,0.26,3.8600000000000003,0.0,0.0,5.17,0.0,0.0,0.0,1.54,1.56,0.0,20.35,1.55,0.0,0.0,0.0,0.52,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.52
"Vera Gonzalez-Quevedo, Reynaldo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.75,0.0,2.99,0.0,1.0,0.0,4.23,0.5,0.5,0.0,0.0,0.0,0.25,12.96,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.25,0.0,0.0,0.75,0.0,0.0,19.92,0.0,0.0,1.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,10.72,0.0,1.5,1.75,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.5,0.25,0.0,0.5,0.0,3.99,0.0,3.74,7.23,0.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
"Agdestein, Simen",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,2.01,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,18.24,0.0,0.0,0.0,0.0,1.5,0.0,3.79,0.0,0.0,0.25,2.5300000000000002,0.25,0.25,0.0,0.0,0.0,0.51,10.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.76,0.0,0.5,8.879999999999999,0.25,0.0,0.5,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,10.86,0.0,7.08,2.02,0.0,0.25,0.0,0.76,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.0,3.54,0.0,2.26,3.54,0.25,0.0,0.0,0.75,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
"Svane, Rasmus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2.09,0.0,0.0,1.82,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.26,0.0,0.26,15.350000000000001,0.0,0.0,0.0,0.0,2.8600000000000003,0.0,3.12,0.0,0.26,0.0,1.56,1.3,0.26,0.0,0.0,0.0,4.95,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.3,0.0,0.0,0.0,0.0,0.0,0.78,0.26,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,13.02,0.0,3.12,3.39,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2.6100000000000003,0.26,0.0,0.0,0.0,4.7,0.0,5.2,6.25,0.0,0.0,0.0,0.78,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
"Novikov, Igor A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.15,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,1.47,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.49,0.0,2.96,0.0,0.25,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.25,0.0,0.0,1.72,0.0,0.0,0.0,0.25,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,17.72,0.0,15.52,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.25,7.14,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
"Muzychuk, Anna",0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,10.799999999999999,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.92,12.26,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,5.77,0.24,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,0.0,0.0,0.72,3.36,0.72,0.0,38.25,0.96,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Predojevic, Borki",0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,7.800000000000001,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,5.2,0.0,0.0,0.0,1.3,9.620000000000001,0.0,0.78,0.0,0.0,1.04,0.0,5.2,0.0,0.0,0.0,0.0,2.6,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.26,0.78,0.0,0.26,0.0,0.26,0.0,2.8600000000000003,0.52,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.56,0.0,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.26,0.0,0.78,2.8600000000000003,0.78,0.0,30.42,3.38,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
"Halkias, Stelios",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.8900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.54,11.88,0.0,0.0,0.0,0.27,0.54,0.0,4.59,0.0,0.81,0.0,1.8900000000000001,0.54,0.27,0.0,0.0,0.0,0.27,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.35,2.97,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000002,11.88,0.0,4.86,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.81,0.0,0.0,0.0,6.2,0.0,0.54,11.34,0.0,0.0,0.0,0.54,0.0,0.27,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.54,1.62
"Brynell, Stellan",0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,6.26,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.26,7.82,0.0,1.56,0.0,0.0,0.0,2.8600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,2.6100000000000003,1.3,0.52,0.0,0.0,0.0,0.0,0.26,0.78,4.96,0.26,0.0,0.0,0.0,0.0,0.26,0.0,1.56,6.51,0.0,4.43,2.87,0.0,0.0,0.0,0.0,0.26,0.0,0.0,6.5200000000000005,0.26,0.0,0.52,0.0,5.74,0.0,20.35,5.21,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.26
"Olafsson, Helgi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.76,0.0,0.25,0.0,0.0,0.0,0.25,0.0,2.01,0.0,0.0,2.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.25,20.58,0.0,0.0,0.0,0.0,1.0,0.0,2.76,0.0,0.75,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.25,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,5.01,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.02,0.0,9.78,1.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.5,0.0,0.25,0.25,4.01,0.0,4.0,5.5,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
"Mirzoev, Azer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2.33,0.0,0.0,1.82,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,3.37,3.1,0.0,0.0,12.98,0.0,0.0,0.0,0.26,0.26,0.0,2.59,0.0,1.29,0.0,8.28,0.0,0.26,0.0,0.0,0.0,1.3,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,2.33,0.0,0.52,5.45,0.0,0.0,0.26,0.0,0.0,0.0,0.26,1.3,0.0,0.52,0.0,0.0,0.26,0.0,0.0,1.82,10.370000000000001,0.0,5.96,7.51,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.26,1.56,0.0,0.0,0.0,3.89,0.0,0.0,6.99,0.26,0.0,0.0,0.78,0.0,0.52,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,2.0700000000000003
"Mikhalchishin, Adrian",1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2.43,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,15.71,0.0,0.0,0.0,0.0,1.33,0.0,2.39,0.0,0.27,0.53,2.66,0.0,0.0,0.0,0.0,0.0,0.0,6.180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.87,1.8800000000000001,0.0,0.27,0.27,0.0,0.0,0.54,0.27,2.66,0.0,1.06,0.0,0.0,0.27,0.0,0.0,2.42,8.3,0.0,6.380000000000001,0.54,0.0,0.0,0.0,0.27,0.0,0.0,0.0,4.29,0.0,0.0,0.27,0.54,4.54,0.0,14.420000000000002,4.800000000000001,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.87
"Miton, Kamil",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.26,4.87,0.0,0.0,0.78,0.0,12.309999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,6.69,0.0,0.0,0.0,1.28,1.04,0.0,3.87,0.0,0.0,0.0,2.06,1.54,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,1.04,0.0,0.77,2.08,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,9.52,0.0,4.37,0.52,0.0,0.0,0.0,0.77,0.0,0.0,0.0,1.54,0.26,0.0,0.26,0.26,6.96,0.0,9.02,10.27,0.0,0.0,0.0,0.51,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.51
"Moskalenko, Viktor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,1.27,4.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.25,7.07,0.0,0.0,0.0,0.25,0.25,0.0,4.8100000000000005,0.0,0.25,0.0,1.26,0.0,0.51,0.0,0.0,0.0,0.5,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,18.05,1.01,0.0,2.54,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,10.12,0.0,0.76,2.52,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,5.0600000000000005,0.0,1.01,7.09,0.0,0.0,0.0,1.78,0.0,0.25,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.51,0.0
"Paehtz, Elisabeth",0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.78,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,7.3100000000000005,0.0,3.93,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,3.66,0.0,0.0,0.0,2.88,7.84,0.0,0.78,0.0,0.26,0.0,2.87,4.19,0.0,0.0,0.0,0.0,0.52,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,1.04,0.78,1.05,0.26,0.0,0.0,0.0,1.82,0.26,1.3,0.0,0.0,0.26,0.0,0.26,0.0,0.0,0.26,1.56,0.0,0.26,4.96,0.0,0.26,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.78,1.83,0.26,0.0,29.310000000000002,1.83,0.26,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.79,1.31
"Trifunovic, Petar",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,1.98,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.49,0.0,0.0,6.1899999999999995,0.0,0.0,0.0,1.97,4.46,0.0,1.98,0.0,0.0,0.0,2.96,0.0,0.25,0.0,0.25,0.0,0.74,5.92,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.99,0.0,0.99,3.2199999999999998,0.0,0.0,0.5,0.0,0.0,0.49,0.0,1.97,0.0,0.0,0.0,0.0,2.46,0.25,0.0,1.97,13.83,0.0,2.4699999999999998,3.9400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.25,0.0,5.9399999999999995,0.0,7.43,2.23,0.0,0.0,0.0,0.5,0.0,11.31,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.48
"Groszpeter, Attila",1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,2.8600000000000003,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.26,5.46,0.0,4.16,0.0,0.26,0.0,1.3,1.56,0.0,0.0,0.26,0.0,0.78,6.76,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.26,3.38,0.26,0.26,0.52,0.0,0.0,1.3,0.78,4.430000000000001,0.0,0.26,0.0,0.0,0.0,0.26,0.0,2.34,4.16,0.0,3.38,1.04,0.0,0.0,0.0,0.26,0.52,0.0,0.0,9.88,0.0,0.0,1.04,0.0,2.08,0.0,27.560000000000002,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.26,0.52
"Agrest, Evgenij",0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,32.629999999999995,0.0,0.0,0.0,0.0,0.24,0.0,3.36,0.0,0.24,0.0,2.8800000000000003,0.0,0.24,0.0,0.0,0.0,0.0,6.72,0.0,0.24,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.48,0.96,0.0,0.0,8.879999999999999,0.48,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,9.84,0.0,1.2,3.6,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.96,0.24,0.0,0.0,0.0,8.4,0.0,1.92,3.84,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12
